WKT,LM_ASSET_ID,Signal_Type_NotUsed,Intersection_Name,Suburb,Local_Authority,IIT_DATE_COMMISSIONED,SITE_ID_REVISION,IIT_NO_PHASES,PHASE_TYPE,POLE_PAINT_CONDITION,CONTROLLER_PAINT_CONDITION,TIMING_CHART,CONFLICT_CHART,DETECTOR_CHART,CABLE_WIRING_CHARTS,PHASE_SEQ_CHART,As_Constructed_Drawings_Issued,A_DRAWING_CHANGE_REQD,LM_A_Drawing_No,LM_B_Drawing_No,DRAWING_COMMENT,Controller_Housing_Serial_Number,Module_Serial_Number,Controller_Date_Fitted,Controller_Watts,Controller_Type_NotUsed,Controller_Type_Mark,Lamp_Control_Boards,Housing_Size,Communications_Type_NotUsed,Dimming_Fitted,Dimming_VCR,Top_Hat_Fitted,PD204,PD208,PD212,PD216,RACK_TYPE,DETECTOR_MS,DETECTOR_SS,PD104,PD108,LDM404,LDM408,LDM412,LDM416,EIM16,EIM32,DET4,DET8,DET12,DET16,AGDU_typ,AGDU_qty,AGDU_typ_veh,AGDU_qty_veh,IIT_UPS,Aerial_Pole,Pole_Top_Isolator,UMS_Pit,IIT_SWB_NO,Metered,Meter_Number,Supply_Authority,Push_Button_Poles,Plain_Poles,Stubby_Push_Button_Poles,Overhead_Mast_Arm_Poles,CCTV_Poles,IIT_NO_POLES,Stubby_Protection_Poles,Ring_Main,Termination_Pits,STAR_System,Number_Metal_Finial_Clips,Number_Plastic_Finial_Clips,Total_Finial_Caps,Number_Termination_Pits,IIT_NO_RT_SIGNS_NO,IIT_NO_RED_LIGHT_CAMS,IIT_NO_AWFS,Symmetripole_Loops,Quadrapole_Loops,Bicycle_Loops,Police_Cam_Loops,Counter_Loops,Total_Loops,Eleven_Metre_Loops,LAMP20W,LAMP30W,LAMP67W,LAMP100W,LED200_3ASP,LED200_2ASP,LED200_1ASP,LED200_WDW,LED200_CDC,AEI200ELV3ASP,AEI200ELV2ASP,AEI200ELV1ASP,AEI200ELVW_DW,AEI200ELVC_DC,SIEMENS200ELV3ASP,SIEMENS200ELV2ASP,SIEMENS200ELV1ASP,SIEMENS200ELVW_DW,SIEMENS200ELVC_DC,SIEMENS300ELV3ASP,SIEMENS300ELV2ASP,SIEMENS300ELV1ASP,SIEMENS300ELVW_DW,SIEMENS300ELVC_DC,Lamp_Change_Date_Red_Green,Lamp_Change_Date_Amber,Push_Button_Type,Push_Buttons,Audible_Push_Button_Type,Audible_Push_Button_Driver_Type,IIT_NO_AUD_PUSH_BTNS,Audible_Push_Button_Driver,RMC_plastic,RMC_iron,IIT_CCTV_NO,IIT_MICROCELL_POLE_NO,Site_Note,Comment_,Company,Contact_Details,Site_Inventory_Carried_Out_By,Site_Inventory_Date,Account,IIT_LATITUDE,IIT_LONGITUDE,IIT_HYPERLINK_1,IIT_HYPERLINK_2,IIT_HYPERLINK_3,GHD_Hyperlink_1,GHD_Hyperlink_2,GHD_Hyperlink_3,GIS_Hyperlink_1,GIS_Hyperlink_2,GIS_Hyperlink_3,GHD_GIS_Hyperlink_1,GHD_GIS_Hyperlink_2,GHD_GIS_Hyperlink_3,IIT_SLK,Road_no,Downer_GIS_Hyperlink_1,Downer_GIS_Hyperlink_2,IIT_HYPERLINK_4,IIT_HYPERLINK_5,IPAddress,POLE_TO_POLE_SYSTEM,FULLY_LED_SITE,IIT_DATE_DECOMMISSIONED,IIT_COMMISSIONED,Modem_Make,Modem_Model,Modem_SerialNumber,IIT_COMMS_TYPE,IIT_SIGNAL_TYPE_Old,IIT_CONTROLLER_TYPE,ITT_PHASE_TYPE_A,ITT_PHASE_TYPE_B,IIT_SIGNAL_TYPE,UPS_Inventory_Carried_Out_Byxxx,UPS_Inventory_Datexxx,Hyperlink_1,Hyperlink_2,Hyperlink_3,Hyperlink_4,Hyperlink_5,Hyperlink_6,Hyperlink_7,Hyperlink_8,Hyperlink_9,Hyperlink_10,TcsNo
"POINT (115.87777001000006 -31.953149990999975)",00658,Traffic Signal,PLAIN ST / ROYAL ST,EAST PERTH,PERTH,1995/02/24 00:00:00,A,2,2PH,Good,Good,1,1,1,1,1,1,1,9531-3017-3,9531-3018-2,LM A REQUIRES CCTV TO BE ADDED TO,ATC 1309 1602,ATC 1308 2236,2013/11/19 00:00:00,100,PSC,-,2,LARGE,PSTN,1,1,1,,,,,,,,,,,,,,1,,,,,1,,,,,,0,0,1,,0,,,7,4,,,1,12,2,51,1,0,10,1,11,3,,,,,10,,,,10,,76,,,,,,,,,20,,,8,,,,,,,,,,,,2009/10/19 00:00:00,2012/05/16 00:00:00,,,AEI,AEI,8,8,1,0,00287,,,"6/03/2013 CCTV POLE COMMISSIONED
ATSC4 UPGRADE 19/11/2013",ELECTRICAL SERVICES,138 138,D CLARK,2013/11/19 00:00:00,36 135 7470,-31.95315,115.87777,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM658A.pdf,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM658B.pdf,,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM658A.pdf,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM658B.pdf,,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM658A.pdf,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM658B.pdf,,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM658A.pdf,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM658B.pdf,,,,\\wlsh-fp01\gis\databases\Traffic Signals\pdfs\LM658A.pdf,\\wlsh-fp01\gis\databases\Traffic Signals\pdfs\LM658B.pdf,,,10.32.98.18,0,0,,C,MOXA,EDS 508A,-,7,7,3,13,13,6,,,#\\Nbrsrv01\Electrical_Services_Asset_Drawings\Traffic Control Signals\PDF\LM658A.pdf#,-,#\\Nbrsrv01\Electrical_Services_Asset_Drawings\Traffic Control Signals\PDF\LM658B.pdf#,-,-,-,-,-,-,-,658
"POINT (115.96357601000011 -31.998064990999978)",00659,Traffic Signal,MCDOWELL ST / ORRONG RD,WELSHPOOL,CANNING,1994/12/22 00:00:00,C,7,DD,GOOD,GOOD,1,1,1,1,1,1,0,9631-3102-1,9431-2078-1,,ATC 1105-0830,ATC 1105-1062,2011/12/08 00:00:00,100,PSC,-,3,LARGE,ADSL,1,1,0,,,,,,,,,,,,,,1,,,,,1,,,,,Y,0,0,1,,0,,,8,4,,,,12,,51 CORE,1,0,,12,12,3,,,,13,,,,,13,,,,,,28,,,8,,,,,,,,,,,,,,,,,,,,,AEI,BP,8,8,1,0,,,"12/02/10 ALL LANTERNS UPGRADED TO LED; UPS INSTALLED 26/06/11",,ELECTRICAL SERVICES,138 138,P SPRAGG,2013/02/26 00:00:00,36 135 7470,-31.998065,115.963576,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM659A.pdf,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM659B.pdf,,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM659A.pdf,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM659B.pdf,,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM659A.pdf,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM659B.pdf,,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM659A.pdf,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM659B.pdf,,,,\\wlsh-fp01\gis\databases\Traffic Signals\pdfs\LM659A.pdf,\\wlsh-fp01\gis\databases\Traffic Signals\pdfs\LM659B.pdf,,,10.16.24.18,0,1,,C,Micro Connect,PSTN,04012,4,7,3,6,13,6,P. NASH,2011/08/25 00:00:00,#\\Nbrsrv01\Electrical_Services_Asset_Drawings\Traffic Control Signals\PDF\LM659A.pdf#,-,#\\Nbrsrv01\Electrical_Services_Asset_Drawings\Traffic Control Signals\PDF\LM659B.pdf#,-,-,-,-,-,-,-,659
"POINT (114.61503800900005 -28.768026991999932)",00660,Traffic Signal,BAYLY ST / CHAPMAN RD,GERALDTON,CITY OF GERALDTON,2010/07/08 00:00:00,A,5,RAIL,GOOD,GOOD,1,1,1,1,1,1,0,9848-0557-3,9848-0558,,ATC 1312-1709,ATC 1312-2423,2014/04/09 00:00:00,100,PSC,-,3,LARGE,PSTN,1,1,0,,,,,,,,,,,,,,1,,,,,1,,,,,,0,1,0,,0,,,8,4,,,,12,,51 CORE RING,1,0,12,,12,4,,,,,10,,,,10,,,,,,24,2,,8,,,,,,,,,,,,,,,,,,,,,AEI,AEI,8,8,1,0,,,,SITE UPGRADED TO ATSC4 9/4/14,ELECTRICAL SERVICES,138 138,G COLAM,2014/06/16 00:00:00,,-28.768027,114.615038,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM660A.pdf,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM660B.pdf,,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM660A.pdf,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM660B.pdf,,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM660A.pdf,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM660B.pdf,,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM660A.pdf,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM660B.pdf,,,,\\wlsh-fp01\gis\databases\Traffic Signals\pdfs\LM660A.pdf,\\wlsh-fp01\gis\databases\Traffic Signals\pdfs\LM660B.pdf,,,10.3.32.254,0,1,,C,Micro Connect,CS8971N,03465,4,7,3,10,13,6,,,#\\Nbrsrv01\Electrical_Services_Asset_Drawings\Traffic Control Signals\PDF\LM660A.pdf#,-,#\\Nbrsrv01\Electrical_Services_Asset_Drawings\Traffic Control Signals\PDF\LM660B.pdf#,-,-,-,-,-,-,-,660
"POINT (114.62470900900007 -28.76722399199997)",00661,Traffic Signal,PHELPS ST / NORTH WEST COAST HWY,WONTHELLA,GERALDTON,1995/03/13 00:00:00,B,4,LT X 2/ AWS,OK,Good,1,1,1,1,1,1,0,0004-141-301-1,0004-140-1,Rev 8 handed out March 2015,000 60634,9606 1212,2011/06/25 00:00:00,70,PSC,3,4,LARGE,ADSL,1,1,0,,,,1,,,,,,,,,,,,,,,,,,,,Y,1,1,0,,0,,,8,12,,,,20,,51 CORE,1,0,7,13,20,7,,,1,12,,,,,12,2,,,,,36,,2,8,,,,,,,,,,,,,,,,,,,,,AEI,ALD,8,8,1,0,,,,SITE UPGRADED TO LED13/11/2013,ELECTRICAL SERVICES,138 138,G COLAM,2015/02/19 00:00:00,,-28.767224,114.624709,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM661A.pdf,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM661B.pdf,,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM661A.pdf,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM661B.pdf,,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM661A.pdf,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM661B.pdf,,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM661A.pdf,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM661B.pdf,,,,\\wlsh-fp01\gis\databases\Traffic Signals\pdfs\LM661A.pdf,\\wlsh-fp01\gis\databases\Traffic Signals\pdfs\LM661B.pdf,,,10.100.52.18,0,1,,C,Micro Connect,V3105,30388,1,7,2,8,13,6,K. SPARKS,2010/06/17 00:00:00,#\\Nbrsrv01\Electrical_Services_Asset_Drawings\Traffic Control Signals\PDF\LM661A.pdf#,-,#\\Nbrsrv01\Electrical_Services_Asset_Drawings\Traffic Control Signals\PDF\LM661B.pdf#,-,-,-,-,-,-,-,661
"POINT (115.86950801000012 -31.960966990999964)",00662,Wig Wags,TERRACE RD / OPP GUILDFORD GRAMMAR SCHOOL,GUILDFORD,SWAN,1995/03/22 00:00:00,,0,,Good,POOR,0,0,0,0,0,0,0,NIL,NIL,,,,1995/03/22 00:00:00,70,,,,SMALL,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,,1,15M / 238462,,,4,4,,,8,,4,1,0,3,1,4,2,,,,,,,,,,,8,,,,,,,,,,,8,,,,,,,,,,,,,,2012/11/09 00:00:00,AEI,4,,,,,0,0,,,,"NOT MUCH INFORMATION, AMcCambridge 14/03/11",ELECTRICAL SERVICES,138 138,B JONES,2014/12/23 00:00:00,95 478 2720,-31.960967,115.869508,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM662A.pdf,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM662B.pdf,,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM662A.pdf,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM662B.pdf,,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM662A.pdf,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM662B.pdf,,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM662A.pdf,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM662B.pdf,,,,\\wlsh-fp01\gis\databases\Traffic Signals\pdfs\LM662A.pdf,\\wlsh-fp01\gis\databases\Traffic Signals\pdfs\LM662B.pdf,,,,0,0,,C,,,,,9,,12,13,8,,,#\\Nbrsrv01\Electrical_Services_Asset_Drawings\Traffic Control Signals\PDF\LM662A.pdf#,-,#\\Nbrsrv01\Electrical_Services_Asset_Drawings\Traffic Control Signals\PDF\LM662B.pdf#,-,-,-,-,-,-,-,662
"POINT (115.74074901100005 -32.536701990999973)",00663,Traffic Signal,ARNOLD ST / PINJARRA RD,MANDURAH,MANDURAH,1995/03/16 00:00:00,A,3,LT FILT,GOOD,Good,1,1,1,1,1,0,1,9531-3055-1,Sketch,,ATC 1301 1352,ATC1212 1857,2014/01/21 00:00:00,100,PSC,-,2,LARGE,PSTN,1,1,0,,,,,,,,,,,,,,1,,,,,1,,,,,,1,1,0,,0,,,4,6,,,,10,1,29,1,0,7,3,10,2,,,,7,,,,,7,,,,,,18,,,4,,,,,,,,,,,,,,,,,,,,,AEI,AEI,4,4,1,0,,,,CONTROLLER UPGRADED TO ATSC4 21/1/14,ELECTRICAL SERVICES,138 138,G DONNO,2014/10/21 00:00:00,,-32.536702,115.740749,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM663A.pdf,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM663B.pdf,,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM663A.pdf,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM663B.pdf,,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM663A.pdf,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM663B.pdf,,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM663A.pdf,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM663B.pdf,,,,\\wlsh-fp01\gis\databases\Traffic Signals\pdfs\LM663A.pdf,\\wlsh-fp01\gis\databases\Traffic Signals\pdfs\LM663B.pdf,,,10.2.1.78,0,1,,C,Micro Connect,PSTN,01254,4,7,3,1,13,6,,,#\\Nbrsrv01\Electrical_Services_Asset_Drawings\Traffic Control Signals\PDF\LM663A.pdf#,-,#\\Nbrsrv01\Electrical_Services_Asset_Drawings\Traffic Control Signals\PDF\LM663B.pdf#,-,-,-,-,-,-,-,663
"POINT (115.64600601100005 -33.336336990999939)",00664,Traffic Signal,Blair St/ Strickland St.,SOUTH BUNBURY,BUNBURY,1995/11/20 00:00:00,B,4,LT,GOOD,Good,1,1,1,1,1,1,0,9831-3585-3,9831-3586,,ATC 1204 1115,ATC 1204 1490,2013/12/04 00:00:00,100,PSC,-,2,LARGE,PSTN,1,1,0,,,,,,,,,,,,,,1,,,,,1,,,,,,0,0,1,,0,,,4,6,,,,10,,29 CORE,1,0,10,,10,2,,,,7,,,,,7,,,,,,16,,,4,,,,,,,,,,,,,,,,,,,,,AEI,AEI,4,4,1,0,,,,"ATSC4 & led UPGRADE 4/12/2013, SOFTWARE CHANGE 26/3/2014",ELECTRICAL SERVICES,138 138,N HOLMES,2014/09/02 00:00:00,,-33.336337,115.646006,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM664A.PDF,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM664B.pdf,,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM664A.PDF,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM664B.pdf,,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM664A.PDF,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM664B.pdf,,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM664A.PDF,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM664B.pdf,,,,\\wlsh-fp01\gis\databases\Traffic Signals\pdfs\LM664A.PDF,\\wlsh-fp01\gis\databases\Traffic Signals\pdfs\LM664B.pdf,,,10.3.33.6,0,1,,C,Micro Connect,PSTN,04341,4,7,3,1,13,6,,,#\\Nbrsrv01\Electrical_Services_Asset_Drawings\Traffic Control Signals\PDF\LM664A.PDF#,-,#\\Nbrsrv01\Electrical_Services_Asset_Drawings\Traffic Control Signals\PDF\LM664B.pdf#,-,-,-,-,-,-,-,664
"POINT (115.91070701000001 -31.964447990999929)",00665,Traffic Signal,FRANCISCO ST / ORRONG RD,RIVERVALE,BELMONT,1995/11/29 00:00:00,B,6,SD / FILT / SPLIT,Good,Good,1,1,1,1,1,1,0,9631-3103-3,9631-3104-2,,ATC 1310-1634,ATC 1301-4142,2013/04/18 00:00:00,100,PSC,-,3,LARGE,PSTN,1,1,0,,,,,,,,,,,,,,1,,,,,1,,,,,,0,0,1,,0,,,8,6,,,,14,,51,1,0,,14,14,3,,,,9,,,,,9,,,,,,26,,4,8,,,,,,,,,,,,,,,,,,,,,AEI,ATS,8,8,1,0,,,SITE UPGRADED TO BRAUMS LED 30/04/2012,accident controller 18/3/2013,ELECTRICAL SERVICES,138 138,N ANGUS,2015/04/27 00:00:00,36 135 7470,-31.964448,115.910707,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM665A.pdf,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM665B.pdf,,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM665A.pdf,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM665B.pdf,,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM665A.pdf,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM665B.pdf,,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM665A.pdf,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM665B.pdf,,,,\\wlsh-fp01\gis\databases\Traffic Signals\pdfs\LM665A.pdf,\\wlsh-fp01\gis\databases\Traffic Signals\pdfs\LM665B.pdf,,,10.0.129.126,0,1,,C,Micro Connect,PSTN,04541,4,7,3,5,9,6,,,#\\Nbrsrv01\Electrical_Services_Asset_Drawings\Traffic Control Signals\PDF\LM665A.pdf#,-,#\\Nbrsrv01\Electrical_Services_Asset_Drawings\Traffic Control Signals\PDF\LM665B.pdf#,-,-,-,-,-,-,-,665
"POINT (115.98674301000005 -31.863618990999953)",00666,Traffic Signal,MIDDLE SWAN RD / WEST SWAN RD / REID HWY,WEST SWAN,SWAN,1996/05/10 00:00:00,E,7,DD / FILT / AWS,Good,Good,1,1,1,1,1,1,0,9731-3039-3,9731-3040-1,,ATC 1204-1146,ATC 1205-1517,2013/10/29 00:00:00,100,PSC,-,3,LARGE,ADSL,1,1,0,,,,,,,,,,,,,,1,,,,,1,,,,,Y,0,0,0,00626,1,0116 / 000886,,4,8,,,,12,2,51,1,0,,12,12,3,,,4,12,,,,4,16,,,,,,30,,8,4,4,,,,,,,,,,,,,,,,,,,,AEI,AEI,4,4,1,0,,,,CONTROLLER UPGRADED TO ATSC4,ELECTRICAL SERVICES,138 138,B JONES,2014/09/10 00:00:00,91 065 2060,-31.863619,115.986743,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM666A.pdf,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM666B.pdf,,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM666A.pdf,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM666B.pdf,,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM666A.pdf,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM666B.pdf,,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM666A.pdf,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM666B.pdf,,,,\\wlsh-fp01\gis\databases\Traffic Signals\pdfs\LM666A.pdf,\\wlsh-fp01\gis\databases\Traffic Signals\pdfs\LM666B.pdf,,,10.1.224.150,0,1,,C,Micro Connect,PSTN,01137,4,7,3,6,13,6,P. NASH,2010/07/26 00:00:00,#\\Nbrsrv01\Electrical_Services_Asset_Drawings\Traffic Control Signals\PDF\LM666A.pdf#,-,#\\Nbrsrv01\Electrical_Services_Asset_Drawings\Traffic Control Signals\PDF\LM666B.pdf#,-,-,-,-,-,-,-,666
"POINT (115.73516601000006 -31.726968990999978)",00667,Traffic Signal,BURNS BEACH RD / MARMION AVE,KINROSS,JOONDALUP,1995/11/21 00:00:00,D,7,DOUBLE DIAMOND,GOOD,Good,1,1,1,1,1,0,0,9631-3049-2,,,08040002,ATC 1105-1109,2008/11/16 00:00:00,100,ECLIPSE,,2,LARGE,ADSL,1,1,0,,,,,,,,,,,,,,1,,,,,2,,,,,Y,0,0,1,,0,,,10,6,,,,16,,51 CORE,1,0,,16,16,4,,,,17,,,,3,20,,,,,,32,,,10,,,,,,,,,,,,,,,,,,,,,AEI,AEI,10,10,1,0,,,,ALDRIDGE BLACKBACK LED LANTERNS,ELECTRICAL SERVICES,138 138,N ANGUS,2015/05/06 00:00:00,36 135 7470,-31.726969,115.735166,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM667A.pdf,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM667B.pdf,,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM667A.pdf,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM667B.pdf,,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM667A.pdf,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM667B.pdf,,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM667A.pdf,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM667B.pdf,,,,\\wlsh-fp01\gis\databases\Traffic Signals\pdfs\LM667A.pdf,\\wlsh-fp01\gis\databases\Traffic Signals\pdfs\LM667B.pdf,,,10.44.10.18,0,1,,C,Micro Connect,ADSL,30412,1,7,4,6,13,6,P. NASH,2012/01/10 00:00:00,#\\Nbrsrv01\Electrical_Services_Asset_Drawings\Traffic Control Signals\PDF\LM667A.pdf#,-,#\\Nbrsrv01\Electrical_Services_Asset_Drawings\Traffic Control Signals\PDF\LM667B.pdf#,-,-,-,-,-,-,-,667
"POINT (115.78100601000006 -31.77070699099994)",00668,Traffic Signal,George Grey Pl / Joondalup Ave,EDGEWATER,JOONDALUP,1995/11/24 00:00:00,A,3,LT,Good,Good,1,1,1,1,1,0,1,9631-3031-1,9631-3032,,ATC 1302-1420,ATC 1302-1914,2013/10/07 00:00:00,100,PSC,-,2,LARGE,PSTN,1,1,0,,,,,,,,,,,,,,1,,,,,1,,,,,,0,0,1,,0,,,4,6,,,,10,,29 CORE,1,0,,10,10,2,,,,6,,,,,6,,,,,,16,,,4,4,,,,,,,,,,,,,,,,,,AEI,4,,,,,1,0,,,SITE UPGRADED TO LED 30/04/12,CONTROLLER UPGRADED TO ATSC4,ELECTRICAL SERVICES,138 138,C DOWDEN,2015/01/02 00:00:00,36 135 7470,-31.770707,115.781006,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM668A.pdf,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM668B.pdf,,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM668A.pdf,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM668B.pdf,,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM668A.pdf,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM668B.pdf,,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM668A.pdf,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM668B.pdf,,,,\\wlsh-fp01\gis\databases\Traffic Signals\pdfs\LM668A.pdf,\\wlsh-fp01\gis\databases\Traffic Signals\pdfs\LM668B.pdf,,,10.1.96.134,0,1,,C,Micro Connect,PSTN,04813,4,7,3,1,13,6,,,#\\Nbrsrv01\Electrical_Services_Asset_Drawings\Traffic Control Signals\PDF\LM668A.pdf#,-,#\\Nbrsrv01\Electrical_Services_Asset_Drawings\Traffic Control Signals\PDF\LM668B.pdf#,-,-,-,-,-,-,-,668
