WKT,LM_ASSET_ID,Signal_Type_NotUsed,Intersection_Name,Suburb,Local_Authority,IIT_DATE_COMMISSIONED,SITE_ID_REVISION,IIT_NO_PHASES,PHASE_TYPE,POLE_PAINT_CONDITION,CONTROLLER_PAINT_CONDITION,TIMING_CHART,CONFLICT_CHART,DETECTOR_CHART,CABLE_WIRING_CHARTS,PHASE_SEQ_CHART,As_Constructed_Drawings_Issued,A_DRAWING_CHANGE_REQD,LM_A_Drawing_No,LM_B_Drawing_No,DRAWING_COMMENT,Controller_Housing_Serial_Number,Module_Serial_Number,Controller_Date_Fitted,Controller_Watts,Controller_Type_NotUsed,Controller_Type_Mark,Lamp_Control_Boards,Housing_Size,Communications_Type_NotUsed,Dimming_Fitted,Dimming_VCR,Top_Hat_Fitted,PD204,PD208,PD212,PD216,RACK_TYPE,DETECTOR_MS,DETECTOR_SS,PD104,PD108,LDM404,LDM408,LDM412,LDM416,EIM16,EIM32,DET4,DET8,DET12,DET16,AGDU_typ,AGDU_qty,AGDU_typ_veh,AGDU_qty_veh,IIT_UPS,Aerial_Pole,Pole_Top_Isolator,UMS_Pit,IIT_SWB_NO,Metered,Meter_Number,Supply_Authority,Push_Button_Poles,Plain_Poles,Stubby_Push_Button_Poles,Overhead_Mast_Arm_Poles,CCTV_Poles,IIT_NO_POLES,Stubby_Protection_Poles,Ring_Main,Termination_Pits,STAR_System,Number_Metal_Finial_Clips,Number_Plastic_Finial_Clips,Total_Finial_Caps,Number_Termination_Pits,IIT_NO_RT_SIGNS_NO,IIT_NO_RED_LIGHT_CAMS,IIT_NO_AWFS,Symmetripole_Loops,Quadrapole_Loops,Bicycle_Loops,Police_Cam_Loops,Counter_Loops,Total_Loops,Eleven_Metre_Loops,LAMP20W,LAMP30W,LAMP67W,LAMP100W,LED200_3ASP,LED200_2ASP,LED200_1ASP,LED200_WDW,LED200_CDC,AEI200ELV3ASP,AEI200ELV2ASP,AEI200ELV1ASP,AEI200ELVW_DW,AEI200ELVC_DC,SIEMENS200ELV3ASP,SIEMENS200ELV2ASP,SIEMENS200ELV1ASP,SIEMENS200ELVW_DW,SIEMENS200ELVC_DC,SIEMENS300ELV3ASP,SIEMENS300ELV2ASP,SIEMENS300ELV1ASP,SIEMENS300ELVW_DW,SIEMENS300ELVC_DC,Lamp_Change_Date_Red_Green,Lamp_Change_Date_Amber,Push_Button_Type,Push_Buttons,Audible_Push_Button_Type,Audible_Push_Button_Driver_Type,IIT_NO_AUD_PUSH_BTNS,Audible_Push_Button_Driver,RMC_plastic,RMC_iron,IIT_CCTV_NO,IIT_MICROCELL_POLE_NO,Site_Note,Comment_,Company,Contact_Details,Site_Inventory_Carried_Out_By,Site_Inventory_Date,Account,IIT_LATITUDE,IIT_LONGITUDE,IIT_HYPERLINK_1,IIT_HYPERLINK_2,IIT_HYPERLINK_3,GHD_Hyperlink_1,GHD_Hyperlink_2,GHD_Hyperlink_3,GIS_Hyperlink_1,GIS_Hyperlink_2,GIS_Hyperlink_3,GHD_GIS_Hyperlink_1,GHD_GIS_Hyperlink_2,GHD_GIS_Hyperlink_3,IIT_SLK,Road_no,Downer_GIS_Hyperlink_1,Downer_GIS_Hyperlink_2,IIT_HYPERLINK_4,IIT_HYPERLINK_5,IPAddress,POLE_TO_POLE_SYSTEM,FULLY_LED_SITE,IIT_DATE_DECOMMISSIONED,IIT_COMMISSIONED,Modem_Make,Modem_Model,Modem_SerialNumber,IIT_COMMS_TYPE,IIT_SIGNAL_TYPE_Old,IIT_CONTROLLER_TYPE,ITT_PHASE_TYPE_A,ITT_PHASE_TYPE_B,IIT_SIGNAL_TYPE,UPS_Inventory_Carried_Out_Byxxx,UPS_Inventory_Datexxx,Hyperlink_1,Hyperlink_2,Hyperlink_3,Hyperlink_4,Hyperlink_5,Hyperlink_6,Hyperlink_7,Hyperlink_8,Hyperlink_9,Hyperlink_10,TcsNo
"POINT (115.86275301000001 -31.954182990999982)",00713,Traffic Signal,MURRAY ST / PIER ST,PERTH,PERTH,1999/07/31 00:00:00,B,2,XPED,Good,Good,1,1,1,1,1,1,0,9948-3011-2,9948-3012-2,,9811010,96061207,1999/07/31 00:00:00,70,PSC,3,2,LARGE,PSTN,1,1,0,,,,1,,,,,,,,,,,,,,,,,,,,,0,0,1,,0,,,8,2,,,,10,,29 CORE,1,0,,8,8,2,,,,4,,2,,,6,,,,,,9,,,8,,,,,,,,,,,,,,,,,,,,,AEI,ATS,8,8,1,0,,,,SITE UPGRADED TO LED & MURRAY ST UPGRADE 5/4/14,ELECTRICAL SERVICES,138 138,D CLARK,2014/04/05 00:00:00,,-31.954183,115.862753,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM713A.pdf,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM713B.pdf,,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM713A.pdf,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM713B.pdf,,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM713A.pdf,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM713B.pdf,,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM713A.pdf,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM713B.pdf,,,,\\wlsh-fp01\gis\databases\Traffic Signals\pdfs\LM713A.pdf,\\wlsh-fp01\gis\databases\Traffic Signals\pdfs\LM713B.pdf,,,10.0.227.30,0,1,,C,Micro Connect,PSTN,03999,4,7,2,13,13,6,,,#\\Nbrsrv01\Electrical_Services_Asset_Drawings\Traffic Control Signals\PDF\LM713A.pdf#,-,#\\Nbrsrv01\Electrical_Services_Asset_Drawings\Traffic Control Signals\PDF\LM713B.pdf#,-,-,-,-,-,-,-,713
"POINT (115.86224301000004 -31.955282990999933)",00714,Traffic Signal,HAY ST / PIER ST,PERTH,PERTH,1999/07/31 00:00:00,B,4,XPED,AVERAGE,Good,1,1,1,1,1,1,0,9948-3009-1,9948-3010-1,,9810008,9403638,1999/07/31 00:00:00,70,PSC,3,2,LARGE,PSTN,1,1,0,,,,1,,,,,,,,,,,,,,,,,,,,,0,0,1,,0,,,8,1,,,,9,,29,1,0,,9,9,2,,,,4,,,,,4,,,,,,16,,,8,,,,,,,,,,,,,,,,,,,,,AEI,ATS,8,8,1,0,,,,SITE UPGRADED TO LED 26/9/2013,ELECTRICAL SERVICES,138 138,R MAC GILVRAY,2013/09/26 00:00:00,,-31.955283,115.862243,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM714A.pdf,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM714B.pdf,,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM714A.pdf,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM714B.pdf,,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM714A.pdf,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM714B.pdf,,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM714A.pdf,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM714B.pdf,,,,\\wlsh-fp01\gis\databases\Traffic Signals\pdfs\LM714A.pdf,\\wlsh-fp01\gis\databases\Traffic Signals\pdfs\LM714B.pdf,,,10.0.227.38,0,1,,C,Micro Connect,PSTN,04324,4,7,2,13,7,6,,,#\\Nbrsrv01\Electrical_Services_Asset_Drawings\Traffic Control Signals\PDF\LM714A.pdf#,-,#\\Nbrsrv01\Electrical_Services_Asset_Drawings\Traffic Control Signals\PDF\LM714B.pdf#,-,-,-,-,-,-,-,714
"POINT (115.81792301000007 -31.970590990999938)",00715,Traffic Signal,MONASH AVE / WINTHROP AVE,NEDLANDS,PERTH,1999/07/15 00:00:00,A,3,3PH,GOOD,GOOD,1,1,1,1,1,1,0,9848-2160-3,9848-2161-1,,ATC-1311-1669,ATC-1310-2347,2015/04/20 00:00:00,100,PSC,-,2,LARGE,PSTN,1,1,0,,,,,,,,,,,,,,1,,,,,1,,,,,,0,0,1,,0,,,8,7,,,,15,,51 CORE,1,0,,15,15,3,,,,7,,,,,7,,,,,,19,,,6,,,,,,,,,,,,,,,,,,,AEI,2,AEI,AEI,6,6,1,0,,,,"Site upgraded to led
CONTROLLER UPGRADED TO ATSC4 20/4/15",ELECTRICAL SERVICES,138 138,T. THATCHER,2015/04/20 00:00:00,,-31.970591,115.817923,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM715A.pdf,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM715B.pdf,,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM715A.pdf,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM715B.pdf,,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM715A.pdf,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM715B.pdf,,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM715A.pdf,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM715B.pdf,,,,\\wlsh-fp01\gis\databases\Traffic Signals\pdfs\LM715A.pdf,\\wlsh-fp01\gis\databases\Traffic Signals\pdfs\LM715B.pdf,,,10.1.160.254,0,1,,C,Micro Connect,PSTN,03789,4,7,3,1,13,6,,,#\\Nbrsrv01\Electrical_Services_Asset_Drawings\Traffic Control Signals\PDF\LM715A.pdf#,-,#\\Nbrsrv01\Electrical_Services_Asset_Drawings\Traffic Control Signals\PDF\LM715B.pdf#,-,-,-,-,-,-,-,715
"POINT (115.88952501000006 -32.054335990999959)",00716,Traffic Signal,VAHLANDS AVE / COLLINS RD,WILLETTON,CANNING,1999/08/09 00:00:00,A,3,LT,GOOD,GOOD,1,1,1,1,1,1,0,9948-2198,9948-2197,,99040351,8925341,1999/08/08 00:00:00,70,PSC,3,2,LARGE,PSTN,1,1,0,,,,1,,,,,,,,,,,,,,,,,,,,,0,0,1,,0,,,4,6,,,,10,,51,1,0,,10,10,2,,,,7,,,,,7,,,,,,17,,,4,,,,,,,,,,,,,,,,,,,,,ALD,ALD,4,4,1,0,,,Site upgraded to led 8/05/12 R.MAC,,ELECTRICAL SERVICES,138 138,A KING,2014/10/06 00:00:00,,-32.054336,115.889525,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM716A.pdf,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM716B.pdf,,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM716A.pdf,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM716B.pdf,,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM716A.pdf,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM716B.pdf,,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM716A.pdf,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM716B.pdf,,,,\\wlsh-fp01\gis\databases\Traffic Signals\pdfs\LM716A.pdf,\\wlsh-fp01\gis\databases\Traffic Signals\pdfs\LM716B.pdf,,,10.0.161.206,0,1,,C,Micro Connect,PSTN,01189,4,7,2,1,13,6,,,#\\Nbrsrv01\Electrical_Services_Asset_Drawings\Traffic Control Signals\PDF\LM716A.pdf#,-,-,-,-,-,-,-,-,-,716
"POINT (115.73213201100009 -32.549158990999956)",00717,Traffic Signal,LESLIE ST / MANDURAH BYPASS,DUDLEY PARK,MANDURAH,1999/07/23 00:00:00,D,7,DD,Good,Good,1,1,1,1,1,0,0,0548-3074-1,0548-2059-A,,99020305,96031048,1999/07/23 00:00:00,70,PSC,3,3,LARGE,ADSL,1,1,0,,,,1,,,,,,,,,,,,,,,,,,,,Y,0,0,1,00948,0,,,8,5,,,1,13,,51 core,1,0,,12,12,3,,,,11,,2,,4,17,,,,,,29,,,8,,,,,,,,,,,,,,,,,,,,,AEI,AEI,8,8,1,0,00074,,,,ELECTRICAL SERVICES,138 138,K. SPARKS,2014/09/04 00:00:00,,-32.549159,115.732132,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM717A.pdf,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM717B.pdf,,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM717A.pdf,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM717B.pdf,,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM717A.pdf,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM717B.pdf,,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM717A.pdf,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM717B.pdf,,,,\\wlsh-fp01\gis\databases\Traffic Signals\pdfs\LM717A.pdf,\\wlsh-fp01\gis\databases\Traffic Signals\pdfs\LM717B.pdf,,,10.36.19.18,0,1,,C,Micro Connect,ADSL,30343,1,7,2,6,13,6,,,#\\Nbrsrv01\Electrical_Services_Asset_Drawings\Traffic Control Signals\PDF\LM717A.pdf#,-,#\\Nbrsrv01\Electrical_Services_Asset_Drawings\Traffic Control Signals\PDF\LM717B.pdf#,-,-,-,-,-,-,-,717
"POINT (115.8973870100001 -32.005498990999968)",00718,Traffic Signal,HAYMAN RD / CURTIN UNIVERSITY,BENTLEY,VICTORIA PARK,1999/07/09 00:00:00,A,3,3PH,Good,Good,1,1,1,1,1,1,0,9948-3029-2,9948-3030-1,,99060427,96061257,1999/10/19 00:00:00,70,PSC,3,2,LARGE,PSTN,1,1,0,,,,1,,,,,,,,,,,,,,,,,,,,,0,0,1,,0,,,6,4,,,,10,,29 core,1,0,,10,10,2,,,,6,,,,,6,,,,,,14,,,4,2,,,,,,,,,,,,,,,,,,ALD,2,ALD,ATS,4,4,1,0,,,,SITE UPGRADED TO BRAUMS LED 11/3/15,ELECTRICAL SERVICES,138 138,M. ODEA,2015/03/11 00:00:00,,-32.005499,115.897387,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM718A.pdf,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM718B.pdf,,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM718A.pdf,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM718B.pdf,,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM718A.pdf,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM718B.pdf,,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM718A.pdf,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM718B.pdf,,,,\\wlsh-fp01\gis\databases\Traffic Signals\pdfs\LM718A.pdf,\\wlsh-fp01\gis\databases\Traffic Signals\pdfs\LM718B.pdf,,,10.1.2.142,0,1,,C,Micro Connect,PSTN,03488,4,7,2,13,13,6,,,#\\Nbrsrv01\Electrical_Services_Asset_Drawings\Traffic Control Signals\PDF\LM718A.pdf#,-,#\\Nbrsrv01\Electrical_Services_Asset_Drawings\Traffic Control Signals\PDF\LM718B.pdf#,-,-,-,-,-,-,-,718
"POINT (115.78767601000004 -32.276467990999947)",00719,Traffic Signal,DIXON AVE / GILMORE AVE / MANDURAH RD,EAST ROCKINGHAM,ROCKINGHAM,1999/10/20 00:00:00,A,5,RAIL  / LT / AWS,GOOD,Good,1,1,1,1,1,1,0, N188SSG1,LM719B,,99040358,8911049,1999/08/23 00:00:00,70,PSC,3,2,LARGE,ADSL,1,1,0,,,,1,,,,,,,,,,,,,,,,,,,,Y,0,0,1,,0,,,8,4,,,,12,3,51 CORE,1,0,,12,12,3,,1,2,8,,2,4,,10,,,,,,27,,7,,,,,,,,,,,,,,,,,,,,ATS,8,,,,,1,0,,,,,ELECTRICAL SERVICES,138 138,G HOLDEN,2014/01/07 00:00:00,,-32.276468,115.787676,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM719A.pdf,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM719B.PDF,,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM719A.pdf,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM719B.PDF,,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM719A.pdf,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM719B.PDF,,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM719A.pdf,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM719B.PDF,,,,\\wlsh-fp01\gis\databases\Traffic Signals\pdfs\LM719A.pdf,\\wlsh-fp01\gis\databases\Traffic Signals\pdfs\LM719B.PDF,,,10.2.0.182,0,1,,C,Micro Connect,PSTN,04307,4,7,2,1,10,6,P. NASH,2010/08/27 00:00:00,#\\Nbrsrv01\Electrical_Services_Asset_Drawings\Traffic Control Signals\PDF\LM719A.pdf#,-,#\\Nbrsrv01\Electrical_Services_Asset_Drawings\Traffic Control Signals\PDF\LM719B.pdf#,-,-,-,-,-,-,-,719
"POINT (115.84936601000004 -31.901510990999952)",00720,Traffic Signal,FLINDERS AVE / BYLTHE AVE,YOKINE,STIRLING,1999/10/07 00:00:00,A,3,LT,Good,Good,1,1,1,1,1,1,0,9948-2362-7,9948-2361-4,,99040348,96041107,1999/10/07 00:00:00,70,PSC,3,2,LARGE,PSTN,1,1,0,,,,1,,,,,,,,,,,,,,,,,,,,,0,0,1,,0,,,4,6,,,,10,4,51 CORE,1,0,,10,10,2,,,,7,,,,,7,,,,,,20,,,4,,,,,,,,,,,,,,,,,,,,,AEI,AEI,4,4,1,0,,,,SITE UPGRADED TO BRAUMS LED 15/1/15,ELECTRICAL SERVICES,138 138,M. ODEA,2015/01/15 00:00:00,,-31.901511,115.849366,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM720A.pdf,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM720B.pdf,,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM720A.pdf,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM720B.pdf,,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM720A.pdf,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM720B.pdf,,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM720A.pdf,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM720B.pdf,,,,\\wlsh-fp01\gis\databases\Traffic Signals\pdfs\LM720A.pdf,\\wlsh-fp01\gis\databases\Traffic Signals\pdfs\LM720B.pdf,,,10.1.194.30,0,1,,C,Micro Connect,PSTN,01162,4,7,2,1,13,6,,,#\\Nbrsrv01\Electrical_Services_Asset_Drawings\Traffic Control Signals\PDF\LM720A.pdf#,-,#\\Nbrsrv01\Electrical_Services_Asset_Drawings\Traffic Control Signals\PDF\LM720B.pdf#,-,-,-,-,-,-,-,720
"POINT (115.8769000100001 -31.947661990999961)",00721,Traffic Signal,EAST PDE / GRAHAM FARMER FWY,EAST PERTH,PERTH,2000/04/22 00:00:00,B,5,DOUBLE,Good,Good,1,1,1,1,1,1,0,0248-3021-4,"660-C100-7, 660C101-5",Change LM B drawing to comply to MRWA standard. Not to MRWA standard.,9812282,96021010,2000/04/22 00:00:00,70,PSC,3,4,LARGE,,1,1,0,,,,2,,,,,,,,,,,,,,,,,,,,,0,0,1,,0,,,6,23,,2,1,32,,51 CORE,1,0,,29,29,9,,,,26,,,,1,27,,,,,,44,,6,8,,,,,,,,,,,,,,,,,,,,,AEI,AEI,8,8,1,0,00041,,,Site upgraded to led 13/05/12 R.MAC,ELECTRICAL SERVICES,138 138,H CROMHOUT,2013/05/12 00:00:00,,-31.947662,115.8769,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM721A.pdf,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM721BS1.pdf,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM721BS2.pdf,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM721A.pdf,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM721BS1.pdf,,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM721A.pdf,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM721BS1.pdf,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM721BS2.pdf,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM721A.pdf,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM721BS1.pdf,,,,\\wlsh-fp01\gis\databases\Traffic Signals\pdfs\LM721A.pdf,\\wlsh-fp01\gis\databases\Traffic Signals\pdfs\LM721BS1.pdf,,,(Port 1) 10.121.44.78,0,1,,C,MOXA,5110-T,RBV2154760,7,7,2,6,13,6,,,#\\Nbrsrv01\Electrical_Services_Asset_Drawings\Traffic Control Signals\PDF\LM721A.pdf#,-,#\\Nbrsrv01\Electrical_Services_Asset_Drawings\Traffic Control Signals\PDF\LM721B.pdf#,-,-,-,-,-,-,-,721
"POINT (115.89352001000009 -31.949576990999958)",00722,Traffic Signal,GRAHAM FARMER FWY / BURSWOOD RD / VICTORIA PARK DR,BURSWOOD,BELMONT,2000/04/22 00:00:00,A,3,INTERCHANGE,GOOD,GOOD,1,1,1,1,1,1,0,0248-3022-1,660-C112-9,B drawing required to be changed to MRWA standard.,9812284,98112948,2000/04/22 00:00:00,70,PSC,3,3,LARGE,PSTN,1,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,0,0,1,,0,,,5,14,,,1,20,,51,1,0,,19,19,6,,,,11,,,,,11,,104,,,,,,,,,25,,5,6,6,,,,,,,,,,,,2012/09/25 00:00:00,,,AEI,AEI,6,6,1,0,00176,,CCTV on pole 10,CCTV ON FIBER CONNECTION,ELECTRICAL SERVICES,138 138,B JONES,2013/08/28 00:00:00,,-31.949577,115.89352,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM722A.pdf,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM722B.pdf,,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM722A.pdf,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM722B.pdf,,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM722A.pdf,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM722B.pdf,,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM722A.pdf,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM722B.pdf,,,,\\wlsh-fp01\gis\databases\Traffic Signals\pdfs\LM722A.pdf,\\wlsh-fp01\gis\databases\Traffic Signals\pdfs\LM722B.pdf,,,10.121.44.40,0,0,,C,MOXA,N PORT,TZ1L011 52129,7,7,2,8,13,6,,,#\\Nbrsrv01\Electrical_Services_Asset_Drawings\Traffic Control Signals\PDF\LM722A.pdf#,-,#\\Nbrsrv01\Electrical_Services_Asset_Drawings\Traffic Control Signals\PDF\LM722B.pdf#,-,-,-,-,-,-,-,722
"POINT (115.88974801000006 -31.947029990999965)",00723,Traffic Signal,BELMONT PARK ACCESS,BURSWOOD,BELMONT,2000/04/22 00:00:00,B,3,2 PH,GOOD,GOOD,1,1,1,1,1,1,0,0248-3023-1,660-C111-8,,9812292,98122954,2000/04/22 00:00:00,70,PSC,3,2,LARGE,PSTN,1,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,0,0,1,00126,1,450M / 21765,,6,5,,,1,12,,51,1,0,,11,11,3,,,,8,,,,,8,,72,,,,,,,,,16,,,6,6,,,,,,,,,,,2010/09/23 00:00:00,2012/09/19 00:00:00,AEI,6,,,,,1,0,00177,,CCTV ON POLE 4,CCTV ON FIBRE CONNECTION,ELECTRICAL SERVICES,138 138,B JONES,2013/08/29 00:00:00,129464000,-31.94703,115.889748,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM723A.pdf,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM723B.pdf,,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM723A.pdf,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM723B.pdf,,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM723A.pdf,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM723B.pdf,,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM723A.pdf,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM723B.pdf,,,,\\wlsh-fp01\gis\databases\Traffic Signals\pdfs\LM723A.pdf,\\wlsh-fp01\gis\databases\Traffic Signals\pdfs\LM723B.pdf,,,10.121.44.36,0,0,,C,Moxa 5150,5150-5-5C,TAZB 0102 9533,7,7,2,13,13,6,,,#\\Nbrsrv01\Electrical_Services_Asset_Drawings\Traffic Control Signals\PDF\LM723A.pdf#,-,#\\Nbrsrv01\Electrical_Services_Asset_Drawings\Traffic Control Signals\PDF\LM723B.pdf#,-,-,-,-,-,-,-,723
